,buildingAreaCategory,buildingShape,censusRegion,climateZone,HDD65,HEATPC,HVACUpgrade,insulationUpgrade,MAINCL,MAINHT,MONUSEC,numEmployeesCategory,numFloors,OCCUPYP,OPNWE,OWNTYPE,region,RENWLL,lightingUpgrade,roofConstuction,STUSED,OPEN24,wallConstruction,WHOPPR,WINTYP,WKHRSC,WWR,yrConstructionCategory,EUI
5499,4,2.0,5,2,3357,2,2.0,2.0,5.0,5.0,4,5,1,100.0,1,3,3,2.0,2.0,5,2,2,5,0.0,2,4,2.0,8,37.934416666666664
5502,9,1.0,9,3,1238,2,2.0,2.0,1.0,3.0,4,10,995,80.0,1,2,4,2.0,2.0,1,2,2,3,0.0,2,3,5.0,4,446.69026
5506,6,2.0,7,3,959,2,2.0,2.0,3.0,2.0,4,7,4,70.0,1,2,3,2.0,2.0,1,2,2,1,0.0,2,5,3.0,7,82.55198666666666
5509,7,7.0,6,2,3039,3,1.0,2.0,3.0,3.0,4,7,5,70.0,2,10,3,2.0,1.0,8,2,2,1,0.0,1,4,3.0,1,93.74834166666666
5515,5,2.0,3,1,6975,2,2.0,2.0,3.0,6.0,4,6,2,100.0,1,2,2,2.0,2.0,9,2,2,1,0.0,2,4,3.0,9,46.80758
5518,8,0.0,3,1,6142,3,1.0,2.0,4.0,4.0,4,7,6,98.0,1,9,2,2.0,2.0,6,1,2,8,0.0,3,3,0.0,9,79.89874929577465
5522,9,2.0,3,2,4021,3,1.0,2.0,3.0,1.0,4,10,995,100.0,1,2,2,2.0,1.0,1,2,2,6,0.0,1,5,4.0,4,107.44053142857143
5523,2,2.0,9,1,7557,3,1.0,2.0,2.0,2.0,4,2,1,100.0,2,2,4,2.0,2.0,6,2,2,4,0.0,2,4,3.0,7,135.2490909090909
5524,2,2.0,4,1,6914,3,2.0,2.0,2.0,2.0,4,2,1,80.0,2,2,2,2.0,2.0,5,2,2,5,0.0,3,3,2.0,5,42.231764705882355
5526,2,0.0,6,2,3513,3,1.0,2.0,2.0,2.0,4,5,2,100.0,2,2,3,2.0,1.0,6,2,2,1,0.0,2,3,0.0,1,98.5862
5534,2,9.0,3,1,4890,3,2.0,2.0,1.0,2.0,4,3,1,66.0,2,2,2,2.0,2.0,4,2,2,1,0.0,2,3,1.0,7,131.37155555555555
5535,9,5.0,3,1,5993,3,1.0,2.0,3.0,2.0,4,9,994,70.0,1,2,2,2.0,1.0,1,2,2,2,0.0,2,5,4.0,6,45.458648333333336
5537,2,8.0,2,1,4057,3,2.0,2.0,1.0,3.0,4,2,2,100.0,1,1,1,2.0,2.0,2,2,2,4,0.0,2,3,3.0,5,68.44970588235294
5539,7,1.0,5,2,5201,3,1.0,2.0,3.0,3.0,4,9,7,54.0,1,1,3,2.0,2.0,1,2,1,2,0.0,2,7,5.0,6,61.112026666666665
5548,4,2.0,1,1,5113,3,2.0,2.0,4.0,4.0,4,5,2,100.0,1,9,1,2.0,2.0,6,2,1,1,1.0,2,7,4.0,8,147.72960975609757
5554,2,2.0,3,2,3735,3,2.0,2.0,1.0,1.0,4,2,1,100.0,2,10,2,2.0,2.0,4,2,2,1,0.0,2,2,3.0,6,18.551333333333332
5559,3,8.0,6,2,2281,3,2.0,2.0,1.0,3.0,2,5,1,100.0,2,10,3,2.0,2.0,4,2,2,1,0.0,2,3,5.0,5,47.395393258426964
5563,5,0.0,8,1,6530,2,2.0,2.0,2.0,2.0,4,6,6,100.0,2,3,4,2.0,1.0,1,2,2,1,0.0,1,4,0.0,1,112.4753809847606
5564,9,11.0,3,1,5798,3,2.0,2.0,3.0,1.0,4,10,995,75.0,1,2,2,2.0,1.0,1,2,2,6,0.0,3,4,6.0,6,83.44788142857143
5565,3,2.0,9,1,5637,2,1.0,1.0,2.0,2.0,4,4,1,100.0,2,8,4,1.0,1.0,1,2,2,4,0.0,2,3,2.0,7,32.64326086956522
5566,5,2.0,5,2,2689,3,2.0,2.0,2.0,2.0,4,7,1,100.0,1,2,3,2.0,2.0,4,2,1,1,0.0,2,7,5.0,6,164.10514285714285
5576,3,2.0,8,3,1160,3,2.0,2.0,5.0,5.0,4,4,1,60.0,2,3,4,2.0,2.0,2,2,2,1,0.0,2,3,3.0,8,33.27033333333333
5578,2,0.0,3,1,6470,2,1.0,1.0,1.0,1.0,4,2,2,100.0,1,2,2,2.0,1.0,6,2,2,3,0.0,3,4,0.0,4,37.745
5579,9,1.0,3,1,4402,2,2.0,2.0,3.0,5.0,4,9,995,86.0,1,1,2,2.0,1.0,6,2,2,2,0.0,2,5,5.0,7,44.53742428571429
5580,4,0.0,9,5,3413,3,2.0,2.0,2.0,2.0,4,5,2,100.0,2,3,4,2.0,2.0,4,2,2,1,2.0,1,3,0.0,2,8.094318181818181
5589,6,1.0,9,1,4497,3,1.0,2.0,3.0,3.0,4,7,5,100.0,2,9,4,2.0,2.0,6,2,2,2,0.0,2,4,3.0,6,76.41928813559322
5605,2,2.0,7,3,1228,3,2.0,2.0,1.0,2.0,4,3,2,100.0,1,2,3,2.0,2.0,2,2,2,1,0.0,1,4,3.0,7,183.42454545454547
5609,4,2.0,9,3,2604,3,2.0,2.0,2.0,2.0,4,5,2,65.0,2,2,4,2.0,2.0,4,2,2,1,0.0,2,3,3.0,7,36.233318181818184
5610,7,11.0,9,3,1275,3,2.0,2.0,5.0,5.0,4,7,6,72.0,1,2,4,2.0,2.0,6,2,2,6,0.0,1,6,5.0,8,78.55130392156863
5615,8,2.0,2,2,3953,3,1.0,1.0,3.0,3.0,4,10,2,85.0,1,2,1,2.0,1.0,1,2,2,1,2.0,2,5,3.0,6,110.1333806451613
5624,4,2.0,6,2,1460,2,2.0,2.0,1.0,1.0,4,3,3,100.0,1,2,3,2.0,2.0,1,2,2,3,0.0,1,4,2.0,6,15.9832
5625,6,2.0,2,1,5081,3,2.0,2.0,2.0,3.0,4,7,3,100.0,1,2,1,2.0,1.0,6,2,1,1,2.0,2,7,3.0,7,149.4255294117647
5633,5,3.0,4,2,3772,3,1.0,2.0,3.0,1.0,4,6,3,80.0,1,2,2,2.0,1.0,6,2,2,1,0.0,1,4,4.0,4,119.02392
5639,5,2.0,5,2,3098,3,2.0,2.0,2.0,2.0,4,6,4,90.0,2,2,3,2.0,2.0,1,2,2,2,0.0,2,4,3.0,9,85.86858227848101
5658,6,2.0,7,3,1264,3,1.0,2.0,3.0,2.0,4,6,8,70.0,1,3,3,2.0,1.0,6,2,2,3,0.0,2,4,5.0,6,166.8115
5662,3,2.0,7,2,2413,3,0.0,0.0,1.0,1.0,4,4,1,85.0,1,2,3,0.0,0.0,5,2,2,1,0.0,3,4,3.0,10,61.975833333333334
5669,3,2.0,8,3,1730,2,2.0,2.0,2.0,2.0,4,2,1,100.0,1,2,4,2.0,2.0,2,2,1,1,0.0,2,7,1.0,7,86.5883606557377
5675,5,3.0,6,2,3092,3,1.0,2.0,2.0,2.0,4,5,3,70.0,2,10,3,2.0,1.0,6,2,2,3,0.0,1,3,3.0,4,41.130025
5681,2,0.0,4,1,5322,3,2.0,2.0,1.0,1.0,4,2,1,100.0,2,3,2,2.0,1.0,6,2,2,3,0.0,2,3,0.0,4,72.98117647058824
5682,4,0.0,9,3,649,2,2.0,2.0,2.0,2.0,4,4,1,100.0,2,2,4,2.0,2.0,2,2,2,1,0.0,2,4,0.0,3,61.427183673469386
5698,3,9.0,4,1,4794,3,2.0,2.0,1.0,2.0,4,4,1,100.0,2,2,2,2.0,2.0,5,2,2,5,0.0,2,3,3.0,7,52.29454545454546
5702,5,9.0,3,1,6750,3,1.0,2.0,2.0,2.0,4,6,3,100.0,2,2,2,2.0,2.0,4,2,2,1,0.0,2,4,3.0,7,41.735643835616436
5710,7,9.0,9,5,4348,2,1.0,2.0,5.0,5.0,4,7,4,80.0,1,1,4,2.0,1.0,6,2,2,3,0.0,2,4,3.0,6,43.69731730769231
5715,7,2.0,2,1,5999,3,1.0,2.0,2.0,2.0,4,7,1,100.0,1,2,1,2.0,2.0,6,2,2,2,2.0,3,4,1.0,4,134.8935759493671
5716,3,2.0,7,3,2422,3,0.0,0.0,3.0,2.0,4,3,1,100.0,1,3,3,0.0,0.0,2,2,2,1,0.0,1,3,3.0,10,26.03057692307692
5726,4,2.0,4,1,4402,3,2.0,2.0,3.0,3.0,4,5,3,100.0,2,2,2,2.0,2.0,6,2,2,1,0.0,2,4,3.0,5,122.66458333333334
5736,4,2.0,7,2,2192,3,2.0,2.0,1.0,1.0,4,4,1,100.0,1,3,3,2.0,2.0,5,2,2,5,0.0,3,4,1.0,7,50.945
5737,3,5.0,6,2,3749,1,2.0,2.0,1.0,2.0,4,5,1,100.0,1,3,3,2.0,2.0,4,2,2,4,0.0,2,3,1.0,5,41.68561403508772
5740,5,9.0,4,2,3722,3,1.0,1.0,2.0,2.0,4,5,1,90.0,2,3,2,2.0,1.0,1,2,2,1,0.0,2,4,4.0,6,76.66035714285714
5745,2,0.0,2,2,3856,3,2.0,2.0,6.0,3.0,4,2,3,100.0,1,3,1,1.0,1.0,6,2,2,1,0.0,1,3,0.0,2,57.04313253012048
5746,6,0.0,4,2,4078,3,2.0,2.0,2.0,2.0,4,7,2,90.0,1,2,2,2.0,1.0,1,2,1,1,0.0,3,7,0.0,5,52.92870909090909
5754,4,6.0,9,3,825,3,2.0,2.0,1.0,2.0,4,6,2,90.0,2,1,4,2.0,2.0,2,2,2,1,0.0,1,3,6.0,9,47.79047619047619
5755,5,2.0,9,5,1614,3,1.0,2.0,2.0,2.0,4,5,3,77.0,2,2,4,2.0,1.0,6,2,2,7,0.0,1,3,6.0,6,76.0282888888889
5759,7,2.0,5,3,268,3,1.0,2.0,3.0,2.0,4,8,994,75.0,2,1,3,2.0,1.0,1,2,2,3,0.0,2,4,3.0,4,64.05863529411765
5767,5,2.0,7,3,1927,3,2.0,2.0,2.0,2.0,4,8,2,100.0,1,1,3,2.0,2.0,1,2,1,2,0.0,1,7,3.0,8,111.60569072164948
5773,7,11.0,9,3,2696,2,2.0,2.0,2.0,3.0,4,8,4,75.0,1,5,4,2.0,2.0,7,2,2,2,0.0,2,5,5.0,7,61.91588888888889
5776,2,2.0,5,2,3854,3,2.0,2.0,1.0,2.0,4,3,1,100.0,1,1,3,2.0,2.0,5,2,2,1,0.0,2,4,3.0,9,80.89266666666667
5784,7,2.0,3,1,5829,3,2.0,2.0,3.0,2.0,4,9,4,95.0,1,3,2,2.0,2.0,1,2,2,3,0.0,2,4,6.0,5,56.6702
5788,6,2.0,3,1,5238,3,2.0,2.0,3.0,3.0,4,7,5,80.0,1,2,2,2.0,1.0,6,2,2,2,0.0,1,3,6.0,5,123.41603636363637
5795,7,2.0,9,3,2203,3,2.0,2.0,2.0,2.0,4,9,2,88.0,2,10,4,2.0,2.0,1,2,2,2,0.0,2,4,3.0,8,48.45590163934426
5820,2,2.0,3,1,7202,3,2.0,1.0,2.0,2.0,4,2,2,100.0,1,3,2,2.0,1.0,4,2,2,4,0.0,2,4,1.0,1,238.78725
5823,6,2.0,7,3,1824,2,1.0,2.0,3.0,2.0,4,9,2,100.0,1,1,3,2.0,2.0,1,2,1,1,0.0,2,7,3.0,6,207.1380625
5824,8,0.0,7,3,1822,3,1.0,2.0,2.0,2.0,4,10,994,85.0,2,2,3,2.0,2.0,9,2,2,6,0.0,2,4,0.0,9,66.06361739130435
5827,7,11.0,2,2,4238,3,1.0,2.0,4.0,4.0,4,9,2,92.0,1,9,1,2.0,2.0,1,1,1,3,0.0,1,7,2.0,5,303.79148351648354
5829,5,2.0,3,1,5645,3,1.0,2.0,2.0,3.0,4,2,3,33.0,1,3,2,2.0,1.0,1,2,2,1,0.0,3,4,2.0,4,42.4752962962963
5832,10,2.0,2,7,3800,3,2.0,2.0,3.0,4.0,4,10,995,90.0,2,8,1,2.0,1.0,6,1,2,1,0.0,2,4,4.0,7,49.106488666666664
5838,4,2.0,4,1,7008,3,2.0,2.0,2.0,2.0,4,5,1,100.0,2,5,2,2.0,2.0,1,2,2,1,0.0,2,3,3.0,6,64.33108771929824
5842,5,1.0,1,1,4565,3,2.0,2.0,3.0,3.0,4,7,4,100.0,1,1,1,2.0,2.0,6,2,1,3,0.0,2,7,4.0,8,447.8942886597938
5851,3,0.0,5,3,134,1,2.0,2.0,3.0,0.0,4,2,1,100.0,1,2,3,2.0,2.0,1,2,1,1,0.0,1,7,0.0,4,102.63066666666667
5853,2,2.0,2,1,4933,3,2.0,2.0,1.0,1.0,4,4,1,70.0,2,2,1,2.0,2.0,4,2,2,4,2.0,2,3,4.0,8,71.2090909090909
5856,8,1.0,5,2,2607,3,2.0,2.0,4.0,4.0,4,9,994,80.0,1,2,3,2.0,1.0,6,1,1,5,2.0,3,7,4.0,3,81.43821587301588
5872,9,2.0,7,3,2002,1,1.0,2.0,4.0,3.0,4,10,995,100.0,1,3,3,2.0,1.0,1,2,2,6,0.0,2,5,6.0,6,155.14440125
5874,2,2.0,9,5,2145,3,1.0,1.0,2.0,2.0,4,4,1,100.0,1,2,4,2.0,1.0,3,2,2,4,0.0,1,5,2.0,6,7.862857142857143
5878,5,2.0,9,5,1755,3,1.0,2.0,2.0,2.0,4,6,3,61.0,2,2,4,2.0,1.0,6,2,2,7,0.0,1,3,6.0,6,57.86902222222222
5889,6,2.0,3,1,4837,3,1.0,1.0,2.0,2.0,4,7,2,100.0,1,2,2,1.0,1.0,6,2,2,1,0.0,2,6,3.0,5,121.83965
5893,2,3.0,9,3,2217,1,2.0,2.0,0.0,6.0,4,2,1,100.0,2,3,4,2.0,2.0,4,2,2,1,0.0,2,3,1.0,5,8.198857142857143
5895,6,0.0,9,5,4708,2,1.0,2.0,2.0,2.0,4,6,2,100.0,2,2,4,2.0,2.0,6,2,2,3,0.0,3,4,0.0,3,64.63010344827586
5896,2,0.0,2,2,3896,3,2.0,2.0,6.0,3.0,4,2,2,50.0,2,3,1,2.0,2.0,1,2,2,1,0.0,2,3,0.0,1,224.8155
5898,4,6.0,7,3,1161,2,2.0,2.0,6.0,6.0,4,5,2,40.0,1,3,3,2.0,2.0,4,2,2,4,0.0,1,5,3.0,6,22.875916666666665
5912,2,1.0,5,2,2689,3,2.0,2.0,1.0,1.0,4,4,2,100.0,1,2,3,2.0,2.0,2,2,2,4,0.0,2,4,1.0,6,102.835
5917,6,0.0,9,3,1494,3,1.0,2.0,5.0,5.0,4,7,3,60.0,2,2,4,2.0,2.0,1,2,2,6,0.0,3,4,0.0,6,39.90196721311475
5920,7,2.0,5,2,3412,2,1.0,2.0,3.0,2.0,4,8,5,90.0,2,10,3,2.0,2.0,6,2,2,3,0.0,2,3,4.0,5,73.0542052631579
5933,7,4.0,9,3,1441,3,2.0,2.0,2.0,3.0,4,8,3,65.0,1,2,4,2.0,1.0,1,2,2,1,0.0,2,4,3.0,6,78.579703125
5934,2,3.0,5,2,2759,1,2.0,2.0,5.0,2.0,4,2,1,100.0,2,3,3,2.0,2.0,6,2,2,5,0.0,2,3,2.0,6,53.721666666666664
5935,2,2.0,3,1,6509,3,2.0,1.0,1.0,6.0,4,2,1,100.0,2,2,2,2.0,2.0,3,2,2,1,1.0,2,3,4.0,4,65.931
5941,6,2.0,5,2,3372,3,2.0,2.0,5.0,5.0,4,8,10,100.0,2,5,3,2.0,2.0,1,2,2,2,0.0,3,4,3.0,7,93.2951030927835
5942,4,2.0,7,3,1614,3,2.0,2.0,2.0,2.0,4,5,2,40.0,2,2,3,2.0,2.0,1,2,2,1,0.0,1,3,1.0,9,80.73088888888888
5945,2,3.0,5,2,2337,3,2.0,2.0,6.0,6.0,4,2,1,100.0,2,3,3,2.0,2.0,2,2,2,4,0.0,2,3,1.0,6,41.560833333333335
5949,5,2.0,3,1,5532,3,2.0,2.0,1.0,3.0,4,5,3,100.0,2,2,2,2.0,2.0,4,2,2,1,0.0,1,3,1.0,4,52.93044444444445
5950,2,11.0,3,1,4803,3,2.0,2.0,2.0,2.0,4,3,1,100.0,1,2,2,2.0,2.0,6,2,2,3,0.0,2,2,2.0,7,69.250625
5951,5,2.0,5,2,2607,3,1.0,2.0,5.0,5.0,4,5,4,66.0,2,10,3,2.0,1.0,5,2,2,1,0.0,1,3,3.0,1,30.150962025316456
5955,5,3.0,5,2,3280,3,1.0,2.0,2.0,2.0,4,6,1,100.0,2,1,3,2.0,2.0,6,2,2,2,2.0,2,4,3.0,8,12.256303797468355
5967,2,2.0,7,3,410,3,2.0,2.0,1.0,2.0,4,4,1,100.0,1,3,3,2.0,2.0,4,2,2,3,0.0,1,4,2.0,6,29.36735632183908
5972,7,11.0,5,2,4350,3,2.0,2.0,2.0,2.0,4,7,6,70.0,1,1,3,2.0,2.0,6,2,2,1,0.0,2,4,4.0,6,54.66455633802817
5973,3,2.0,4,2,3679,3,1.0,2.0,1.0,6.0,4,4,2,100.0,1,3,2,2.0,1.0,5,2,2,1,0.0,3,3,2.0,3,31.835849056603774
5977,2,2.0,6,2,2972,3,2.0,2.0,2.0,2.0,4,2,2,100.0,2,3,3,2.0,2.0,6,2,2,3,0.0,1,3,1.0,2,26.918305084745764
5978,4,2.0,5,2,4918,3,1.0,2.0,2.0,1.0,4,5,2,80.0,1,3,3,2.0,1.0,2,2,1,4,0.0,3,7,2.0,5,59.32465
5988,5,2.0,1,1,4806,3,2.0,2.0,2.0,3.0,4,6,2,100.0,2,10,1,2.0,2.0,4,2,2,1,0.0,2,3,2.0,8,116.60046875
5989,3,2.0,5,3,374,2,2.0,2.0,1.0,5.0,4,2,1,25.0,2,2,3,2.0,2.0,2,2,2,1,1.0,1,3,3.0,7,7.877377049180327
6005,9,0.0,2,2,3975,3,1.0,2.0,3.0,4.0,4,10,995,97.0,1,2,1,2.0,1.0,1,1,2,1,0.0,2,5,0.0,6,73.11595428571428
6014,5,0.0,3,2,4810,3,1.0,2.0,5.0,5.0,4,5,4,75.0,1,10,2,2.0,1.0,6,2,2,1,0.0,3,3,0.0,2,64.1405294117647
6018,2,8.0,3,1,5151,3,2.0,2.0,1.0,2.0,4,4,1,100.0,2,3,2,2.0,2.0,4,2,2,1,0.0,1,3,1.0,7,98.421
6024,8,0.0,3,1,4090,2,1.0,2.0,3.0,4.0,4,10,11,100.0,1,10,2,2.0,1.0,1,1,1,2,0.0,2,7,0.0,4,93.87578222222223
6025,3,2.0,2,1,4615,3,2.0,2.0,2.0,2.0,1,3,2,100.0,2,2,1,2.0,2.0,1,2,2,3,0.0,2,3,3.0,6,50.78848101265823
6029,6,0.0,5,2,2482,3,2.0,2.0,3.0,3.0,4,7,4,100.0,1,2,3,2.0,2.0,6,2,2,1,0.0,2,4,0.0,3,71.63651315789474
6037,8,9.0,6,2,3253,3,1.0,2.0,3.0,3.0,4,10,3,95.0,2,2,3,2.0,1.0,4,2,2,1,0.0,3,4,3.0,6,53.43328684210526
6038,4,0.0,5,2,3584,3,2.0,2.0,1.0,2.0,4,5,4,100.0,2,5,3,2.0,2.0,5,2,2,1,0.0,3,3,0.0,6,9.172055555555556
6047,3,1.0,9,3,1037,3,2.0,2.0,2.0,2.0,4,3,1,100.0,1,1,4,2.0,2.0,1,2,1,2,2.0,1,7,2.0,6,156.0715
6050,6,2.0,5,2,4921,3,2.0,2.0,3.0,2.0,4,6,5,40.0,1,2,3,2.0,2.0,6,2,2,3,0.0,2,5,4.0,6,66.63657894736842
6052,2,2.0,6,2,3018,3,1.0,2.0,2.0,2.0,4,3,2,100.0,2,3,3,2.0,2.0,2,2,2,1,2.0,1,3,1.0,7,61.334545454545456
6059,10,8.0,5,7,3198,3,2.0,2.0,3.0,4.0,4,12,9,100.0,2,8,3,2.0,2.0,6,1,2,3,3.0,1,5,3.0,5,94.93265428571429
6061,7,2.0,7,2,2839,3,2.0,2.0,4.0,4.0,4,7,5,85.0,1,9,3,2.0,2.0,1,1,2,1,0.0,2,5,4.0,7,100.96445833333334
6063,5,3.0,1,1,4354,3,2.0,1.0,6.0,4.0,4,5,3,100.0,2,9,1,2.0,1.0,2,1,2,1,0.0,2,3,3.0,2,193.65517647058823
6082,8,2.0,7,3,1540,2,2.0,2.0,3.0,3.0,4,8,10,97.0,2,10,3,2.0,2.0,1,2,2,1,0.0,1,3,4.0,2,81.15472615384616
6084,7,2.0,7,3,705,3,1.0,1.0,3.0,2.0,4,8,10,65.0,1,2,3,1.0,1.0,6,2,2,7,0.0,3,4,6.0,7,63.148940860215056
6088,3,2.0,5,3,1159,3,1.0,2.0,1.0,2.0,4,2,1,25.0,1,2,3,2.0,2.0,4,2,1,3,0.0,1,7,3.0,3,55.908
6089,2,2.0,3,1,4282,3,2.0,2.0,1.0,6.0,1,2,1,100.0,1,3,2,2.0,2.0,4,2,2,3,0.0,2,3,1.0,2,36.05
6094,6,6.0,5,3,493,1,2.0,2.0,2.0,2.0,4,7,3,100.0,2,2,3,2.0,2.0,7,2,2,6,0.0,1,4,4.0,7,109.42669354838709
6103,5,9.0,5,3,93,2,2.0,2.0,3.0,2.0,4,6,2,75.0,1,2,3,2.0,2.0,1,2,2,3,0.0,3,5,3.0,5,13.365566666666666
6105,4,2.0,5,2,3273,3,2.0,2.0,6.0,1.0,4,5,4,100.0,1,3,3,2.0,2.0,6,2,2,1,0.0,3,5,2.0,4,95.97575
6107,5,11.0,5,2,4084,3,2.0,1.0,5.0,5.0,4,6,3,95.0,2,3,3,2.0,2.0,4,2,2,4,1.0,3,5,3.0,6,71.2057
6110,3,2.0,5,2,2443,3,2.0,2.0,5.0,5.0,4,3,1,100.0,1,2,3,2.0,2.0,5,2,2,1,0.0,1,4,2.0,8,55.491875
6111,2,0.0,3,1,6924,3,2.0,2.0,6.0,3.0,4,2,2,100.0,1,2,2,2.0,2.0,6,2,2,1,0.0,3,4,0.0,2,78.4175
6113,4,2.0,9,1,6318,3,1.0,1.0,2.0,2.0,4,5,2,90.0,1,5,4,2.0,1.0,6,2,2,3,2.0,2,4,2.0,5,74.48088888888888
6117,8,2.0,5,2,2189,3,2.0,2.0,2.0,2.0,4,8,14,75.0,1,1,3,2.0,2.0,1,2,2,2,0.0,2,4,4.0,6,56.47330169491526
6121,2,2.0,9,1,5728,3,2.0,2.0,1.0,1.0,4,2,1,100.0,1,2,4,2.0,2.0,4,2,2,4,0.0,2,2,2.0,7,6.322677322677323
6128,2,3.0,2,1,4114,2,2.0,2.0,6.0,6.0,4,2,1,100.0,2,3,1,2.0,2.0,4,2,2,3,0.0,2,3,1.0,3,9.904242424242424
6129,5,2.0,8,3,2637,3,2.0,2.0,5.0,2.0,4,7,1,100.0,2,3,4,2.0,2.0,6,2,2,1,0.0,2,3,2.0,7,66.85518518518519
6135,4,8.0,4,2,3909,3,2.0,2.0,2.0,2.0,4,4,3,75.0,2,10,2,2.0,2.0,5,2,2,1,0.0,2,3,2.0,9,41.97802985074627
6146,7,9.0,1,1,5239,3,1.0,1.0,2.0,3.0,4,8,5,90.0,2,9,1,2.0,1.0,1,2,2,1,0.0,1,4,3.0,1,73.86915079365079
6152,5,2.0,2,1,5040,3,1.0,2.0,2.0,3.0,4,6,1,100.0,2,5,1,2.0,2.0,6,2,2,3,0.0,3,3,3.0,5,75.82750877192983
6153,6,11.0,9,5,4258,3,1.0,2.0,5.0,2.0,4,8,3,100.0,2,2,4,2.0,1.0,1,2,2,3,0.0,2,4,6.0,6,76.05197014925373
6156,8,1.0,8,3,1041,3,2.0,2.0,3.0,2.0,4,9,11,100.0,2,10,4,2.0,2.0,6,2,2,2,0.0,2,4,4.0,7,62.6212
6157,4,2.0,5,2,3868,3,2.0,2.0,2.0,2.0,4,5,2,100.0,2,2,3,2.0,2.0,6,2,2,2,0.0,2,3,3.0,8,63.95741666666667
6159,8,3.0,5,2,2252,3,1.0,2.0,3.0,3.0,4,9,995,63.0,2,2,3,2.0,1.0,6,2,2,2,0.0,1,4,4.0,4,72.99267868852459
6166,2,2.0,5,2,1746,3,2.0,2.0,1.0,1.0,4,2,1,80.0,2,3,3,2.0,2.0,3,2,2,1,2.0,2,3,3.0,5,92.65
6173,3,2.0,5,2,3337,3,2.0,2.0,5.0,5.0,4,5,2,90.0,1,3,3,2.0,2.0,4,2,2,1,0.0,2,3,2.0,6,40.02090909090909
6179,4,2.0,2,2,4838,3,2.0,2.0,2.0,3.0,4,5,2,100.0,2,10,1,2.0,2.0,1,2,2,1,0.0,2,4,2.0,3,66.67919191919192
6199,7,11.0,5,2,4505,3,2.0,2.0,3.0,2.0,4,7,4,70.0,1,1,3,2.0,1.0,6,2,2,2,0.0,2,4,4.0,6,75.78239622641509
6203,6,2.0,5,2,3273,3,2.0,2.0,2.0,3.0,4,4,3,30.0,2,2,3,2.0,2.0,6,2,2,1,0.0,3,4,1.0,2,27.82998113207547
6207,5,2.0,6,2,3085,3,2.0,2.0,2.0,3.0,4,7,2,100.0,1,2,3,1.0,1.0,1,2,1,1,0.0,3,7,3.0,2,145.2092
6208,3,2.0,4,2,3835,3,2.0,2.0,1.0,2.0,4,4,2,100.0,1,2,2,2.0,2.0,4,2,2,1,0.0,2,4,3.0,7,43.117066666666666
6209,3,3.0,9,3,905,1,2.0,2.0,1.0,0.0,4,3,1,100.0,2,2,4,2.0,2.0,2,2,2,1,0.0,1,3,3.0,5,16.188
6215,6,3.0,7,3,2151,3,2.0,2.0,2.0,2.0,4,7,1,100.0,2,1,3,2.0,1.0,1,2,2,1,2.0,1,4,1.0,7,131.73735185185186
6217,9,2.0,2,1,4520,3,1.0,2.0,3.0,2.0,4,9,4,84.0,1,1,1,2.0,1.0,6,2,2,1,0.0,2,4,4.0,6,19.23766375
6228,2,0.0,5,3,125,1,1.0,1.0,1.0,0.0,4,3,1,100.0,2,3,3,2.0,1.0,1,2,2,3,0.0,3,3,0.0,7,31.8064
6232,10,11.0,2,7,4100,3,1.0,2.0,2.0,4.0,4,10,995,90.0,1,3,1,1.0,1.0,1,1,1,1,0.0,3,7,4.0,2,56.717908
6233,2,2.0,7,3,716,3,2.0,2.0,2.0,2.0,4,3,1,100.0,2,3,3,2.0,2.0,2,2,2,1,0.0,2,3,1.0,5,53.00788732394366
6236,3,1.0,8,1,5400,3,2.0,2.0,2.0,3.0,4,3,2,100.0,2,8,4,2.0,2.0,1,2,2,3,2.0,2,4,3.0,8,224.77358695652174
6237,4,0.0,5,2,3239,3,2.0,2.0,3.0,4.0,4,6,6,100.0,2,5,3,2.0,2.0,6,1,2,3,2.0,2,4,0.0,2,113.68386956521739
6238,4,0.0,5,2,4048,3,0.0,0.0,5.0,2.0,4,5,2,95.0,2,3,3,0.0,0.0,5,2,2,3,0.0,2,3,0.0,10,15.426456140350878
6242,8,1.0,2,2,4449,3,1.0,2.0,2.0,4.0,4,10,994,85.0,2,1,1,2.0,1.0,6,1,2,2,0.0,2,4,3.0,2,69.308982
6247,3,2.0,9,3,930,2,2.0,2.0,2.0,2.0,4,5,1,100.0,2,2,4,2.0,2.0,7,2,2,3,0.0,1,3,3.0,6,20.939886363636365
6253,2,2.0,8,1,5714,3,2.0,2.0,2.0,2.0,4,3,1,100.0,2,5,4,2.0,2.0,4,2,2,1,0.0,2,4,4.0,9,74.04551020408164
6258,7,1.0,4,1,6799,2,2.0,2.0,2.0,2.0,4,6,2,95.0,2,2,2,2.0,2.0,6,2,2,3,0.0,2,5,3.0,3,158.9890654761905
6259,3,2.0,1,1,5635,3,2.0,2.0,1.0,2.0,4,2,1,100.0,1,3,1,2.0,2.0,4,2,2,1,0.0,3,4,1.0,4,94.98066666666666
6270,5,2.0,1,1,6035,3,1.0,2.0,2.0,2.0,4,7,2,100.0,2,2,1,2.0,2.0,1,2,2,3,0.0,2,4,4.0,3,20.6979793814433
6272,8,11.0,5,2,3515,2,1.0,2.0,3.0,3.0,4,9,13,91.0,1,1,3,2.0,1.0,1,2,2,3,0.0,1,4,4.0,7,64.35053421052632
