ID,PublicORResidential,city,principleActivity,ClimateZone,BuildingArea,numFloorAbove,numFloorBelow,WWR_South,WWR_North,WWR_East,WWR_West,ExWindowHTC,SC,RoofHTC,ExWallHTC,exWinAirtightness,HeatingLoad,CoolingLoad
2363,0,wuxi,3,3,68979,5,2,0.15,0.29,0.23,0.2,2.6,0.84,0.65,0.96,4,0.87,0.87
2364,0,wuxi,7,3,1959,3,3,0.37,0.37,0.47,0.49,2.3,0.35,0.584,0.416,4,38.41,78.96
2365,1,lianyungang,7,2,5183,6,0,0.41,0.3,0.08,0.07,3,0.86,0.46,0.82,7,16.69,22.14
2366,1,taizhou,7,3,5497,9,6,0.27,0.13,0.16,0.17,3.3,0.79,0.7,1.1,6,25.65,40.59
2367,0,xuzhou,3,2,23364,20,0,0.23,0.23,0.25,0.25,2.6,0.38,0.43,0.33,4,65.53,54.6
2368,0,suzhou,3,3,29330,8,1,0.62,0.58,0.45,0.48,1.5,0.3,0.52,0.91,4,88.63,142.88
2369,1,huaian,7,3,3845,6,2,0.36,0.22,0.16,0.16,3,0.83,0.49,1.13,4,17.44,30.29
2370,1,suzhou,7,3,15866,34,2,0.39,0.12,0.07,0.06,2.3,0.5,0.65,0.72,6,18.83,20.71
2371,0,xuzhou,3,2,6088,4,4,0.3,0.25,0.34,0.3,2.4,0.48,0.42,0.49,3,139.62,124.83
2372,0,huaian,3,3,16461,7,4,0.53,0.3,0.25,0.3,2.4,0.43,0.57,0.7,6,105.26,121.14
2373,1,suzhou,7,3,2883,6,6,0.47,0.32,0.01,0.01,2.1,0.86,0.44,0.73,6,8.78,15.9
2374,0,suzhou,3,3,40773,2,1,0.36,0.06,0.15,0.08,2.5,0.54,0.56,0.74,3,94.07,0
2375,0,yancheng,3,3,13384,3,3,0.44,0.47,0.33,0.31,2.6,0.43,0.46,0.71,1,53.45,48.94
2376,0,suzhou,3,3,49357,25,4,0.36,0.37,0.2,0.22,2.4,0.36,0.7,0.75,4,7.39,7.39
2377,0,wuxi,2,3,44138,4,4,0.07,0.19,0.09,0.31,3.2,0.86,0.688,0.897,1,4.75,28.94
2378,1,taizhou,7,3,1719,2,2,0.31,0.16,0.01,0.01,1.79,0.77,0.35,0.47,6,9.14,11.94
2379,1,suqian,7,3,3401,7,1,0.19,0.28,0.13,0.13,3.003,0.86,0.9,1.33,6,3.13,7.74
2380,0,yancheng,3,3,8395,4,4,0.22,0.17,0.49,0.33,3.2,0.8207,0.52,0.66,6,90.51,103.75
2381,1,taizhou,7,3,6715,18,6,0.36,0.28,0.07,0.05,3.2,0.84,0.78,1.02,6,10.03,10.03
2382,1,huaian,7,3,5205,6,1,0.3,0.31,0.11,0.12,3,0.89,0.54,1.1,4,18.75,31.5
2383,0,lianyungang,3,2,19640,3,1,0.37,0.33,0.32,0.41,2.6,0.65,0.39,0.59,4,87.69,122.2
2384,1,zhenjiang,7,3,19261,30,0,0,0,0.21,0.29,2.1,0.64,0.424,0.523,6,12.6,12.57
2385,0,suzhou,3,3,33975,15,2,0.88,0.87,0.82,0.91,1.89,0.32,0.5,0.42,3,120.73,144.51
2386,0,yangzhou,3,3,13957,4,4,0.39,0.25,0.21,0.11,2.8,0.62,0.48,0.95,6,57.9,42.29
2387,1,wuxi,7,3,54395,34,2,0.4,0.18,0.03,0.05,2,0.38,0.62,0.67,6,11.86,15.75
2388,1,taizhou,7,3,19647,34,6,0.44,0.28,0.09,0.09,2.7,0.28,0.781,1.35,6,20.89,10.54
2389,1,huaian,7,3,745,3,1,0.19,0.15,0.05,0.05,2.68,0.83,0.5,0.85,6,31.49,57.26
2390,0,wuxi,3,3,3362,4,4,0.22,0.31,0.01,0.07,2.8,0.75,0.505,0.773,6,41.63,73.48
2391,0,wuxi,4,3,50016,18,1,0.04,0.01,0.26,0.22,2.4,0.44,0.29,0.5,2,18.66,34.11
2392,0,suzhou,3,3,82239,25,2,0.62,0.58,0.6,0.61,1.6,0.31,0.61,0.65,3,81.07,120.15
2393,1,suzhou,7,3,15452,24,1,0.37,0.26,0.11,0.06,1.8,0.4,0.39,0.45,4,24.24,44
2394,1,suzhou,7,3,1830,3,1,0.18,0.13,0.05,0.05,2.1,0.6,0.23,0.45,6,14.45,16.18
2395,0,xuzhou,3,2,27582,4,4,0.39,0.29,0.38,0.36,2.8,0.38,0.36,0.39,6,87.91,59.27
2396,1,lianyungang,7,2,685,3,6,0.35,0.22,0.06,0.05,2.6,0.5,0.294,0.31,6,75.49,19.74
2397,0,zhenjiang,3,3,41115,4,6,0.64,0.37,0.31,0.39,2.4,0.31,0.54,0.59,3,13.64,13.64
2398,1,suzhou,7,3,9130,18,6,0.38,0.27,0.12,0.13,3,0.82,0.63,0.58,6,29.58,42.57
2399,1,suqian,7,3,3801,5,7,0.3,0.24,0.06,0.05,3,0.86,0.7,1.61,6,3.98,7.07
2400,1,lianyungang,7,2,4726,6,6,0.37,0.23,0.07,0.07,3,0.65,0.494,0.955,6,42.67,25.05
2401,1,huaian,7,3,4903,11,2,0.39,0.25,0.11,0.1,3,0.81,0.53,0.75,6,25.99,45.42
2402,0,zhenjiang,3,3,23300,13,3,0.59,0.51,0.55,0.53,1.87,0.18,0.55,0.58,4,12.29,12.29
2403,0,yangzhou,3,3,26275,4,8,0.12,0.13,0.06,0.09,2.6,0.62,0.494,0.657,3,73.54,82.53
2404,1,xuzhou,7,2,3849,7,5,0.28,0.22,0.09,0.09,2.3,0.86,0.525,0.784,6,11.02,9.21
2405,0,0jing,3,3,22673,23,0,0.35,0.25,0.23,0.21,2.6,0.37,0.501,0.654,3,22.85,52.22
2406,1,lianyungang,7,2,4007,6,6,0.22,0.2,0.02,0.02,2.6,0.84,0.495,1.16,7,26.73,13.92
2407,0,suzhou,3,3,2692,3,1,0.42,0.24,0.4,0.3,2.7,0.38,0.68,0.53,3,119.71,0
2408,0,suzhou,4,3,3766,2,1,0.22,0.23,0.35,0.29,2.7,0.5,0.47,0.47,6,20.16,40.46
2409,1,taizhou,7,3,10106,18,1,0.17,0.2,0.04,0.04,3.4,0.26,0.52,0.73,6,2.75,2.42
2410,0,suzhou,3,3,56334,22,1,0.3,0.18,0.22,0.22,2.6,0.33,0.62,0.93,6,87.09,120.04
2411,0,wuxi,3,3,43525,28,1,0.45,0.35,0.12,0.11,1.8,0.47,0.65,0.82,4,40.95,110.91
2412,0,yangzhou,3,3,62190,4,8,0.34,0.52,0.17,0.44,2.4,0.5,0.362,0.66,3,8.09,43.03
2413,1,lianyungang,7,2,2494,6,6,0.16,0.13,0.03,0.01,2.6,0.84,0.416,0.91,6,21.03,17.88
2414,1,changzhou,7,3,23482,33,6,0.26,0.39,0.1,0.1,2.1,0,0.48,0.52,6,11.17,17.71
2415,1,taizhou,7,3,3310,10,6,0.37,0.25,0.02,0.02,3.22,0.55,0.482,0.92,4,19.05,11.99
2416,1,wuxi,7,3,10436,11,1,0.26,0.19,0.04,0.04,2.7,1,0.566,0.837,4,11.52,10.25
2417,1,0jing,7,3,18573,34,4,0.32,0.09,0.05,0.07,2.5,0.76,0.61,0.83,6,19.63,21.3
2418,1,lianyungang,7,2,2986,6,6,0.17,0.16,0.04,0.04,3.07,0.42,0.391,1.13,7,26.24,17.11
2419,0,changzhou,3,3,15940,4,1,0.32,0.33,0.48,0.47,2.4,0.34,0.52,0.72,6,62.28,51.34
2420,0,suzhou,3,3,253873,21,5174.3,0.08,0.85,0.84,0.48,2.3,0.41,0.52,0.52,3,70.7,111.92
2421,0,huaian,3,3,11875,6,1,0.43,0.31,0.17,0.2,2.8,0.43,0.47,0.61,3,64.02,113.79
2422,0,0tong,3,3,6966,6,6,0.66,0.56,0.63,0.69,2.4,0.4,0.54,0.8,3,84.22,119.38
2423,1,xuzhou,7,2,8878,19,1,0.26,0.15,0.1,0.09,2.4,0.32,0.377,0.432,6,14.87,14.55
2424,0,0jing,3,3,21822,25,5,0.68,0.41,0.38,0.36,1.6,0.36,0.53,0.77,3,45.87,68.64
2425,1,wuxi,7,3,7305,18,6,0.43,0.19,0.06,0.05,2.59,0.55,0.634,1.2,6,17.21,13.08
2426,1,suzhou,7,3,1050,3,6,0.3,0.15,0.06,0.09,2.4,0.42,0.44,0.71,7,12.45,17.39
2427,0,taizhou,3,3,7523,4,4,0.46,0.41,0.32,0.44,2.24,0.62,0.497,0.64,6,49.27,63.53
2428,0,wuxi,4,3,98989,5,3,0.52,0.24,0.446,0.49,3.68,0.89,0.54,0.67,4,24.63,78.4
2429,0,suzhou,3,3,3585,2,2,0.31,0.4,0.17,0.47,1.9,0.53,0.61,0.6,6,56.87,122.34
2430,1,suzhou,7,3,3982,5,2,0.34,0.22,0.02,0.02,2.8,0.77,0.67,0.97,6,29.78,46.24
2431,1,suqian,7,3,3356,8,6,0.37,0.24,0.03,0.03,3,0.5,0.58,0.4,4,25.69,38.29
2432,1,suzhou,7,3,861,3,1,0.21,0.17,0.03,0.03,2.1,0.62,0.44,0.74,6,14.66,21.86
2433,0,huaian,5,3,118952,16,1,0.3,0.21,0.12,0.1,2.38,0.38,0.42,0.73,4,33.24,47.89
2434,1,huaian,7,3,5875,6,6,0.39,0.21,0.18,0.19,2.7,0.7,0.63,1.03,6,26.88,40.41
2435,1,lianyungang,7,2,4194,11,6,0.19,0.06,0.06,0.09,2.3,0.59,0.305,0.558,6,27.63,30.5
2436,1,taizhou,7,3,5124,5,0,0.28,0.21,0.05,0.05,4.13,0.68,0.507,1.02,6,13.95,9.49
2437,0,xuzhou,3,2,51313,4,2,0.37,0.3,0.24,0.32,1.8,0.56,0.43,0.46,3,77.95,136.42
2438,0,suzhou,3,3,35939,6,2,0.3,0.28,0.25,0.08,2.7,0.36,0.53,0.58,3,79.74,91
2439,0,yangzhou,3,3,6905,4,0,0.11,0.14,0.12,0.02,3.1,0.84,0.593,1.45,6,55.99,53.95
2440,1,suzhou,7,3,4030,6,6,0.16,0.1,0.01,0.02,2.9,0.8,0.67,0.94,6,20.54,18.46
2441,0,changzhou,3,3,4157,3,2,0.08,0.02,0.83,0.48,2.1,0.33,0.35,0.58,4,34.06,32.52
2442,1,suzhou,7,3,2055,6,1,0.41,0.27,0.03,0.04,3.2,0.5,0.46,0.52,6,13.36,16.49
2443,1,zhenjiang,7,3,1204,3,1,0.21,0.23,0.05,0.05,3.2,0.81,0.6,0.87,4,32.02,49.86
2444,1,wuxi,7,3,7590,13,3,0.28,0.16,0.06,0.07,3.5,0.76,0.653,0.904,8,15.54,11.97
2445,1,wuxi,7,3,12492,18,2,0.28,0.16,0.26,0.17,2.94,0.43,0.675,0.687,4,19.9,14.61
2446,1,taizhou,7,3,747,4,6,0.35,0.22,0.09,0.09,2.6,0.2,0.501,0.643,6,20.26,10.87
2447,0,suzhou,3,3,31199,28,4,0.68,0.62,0.66,0.63,2.7,0.32,0.56,0.5,3,5.06,5.06
2448,1,0tong,7,3,3463,6,0,0.45,0.25,0.08,0.08,3.2,0.5,0.575,0.961,4,24.68,35.21
2449,0,suzhou,3,3,14966,4,2,0.46,0.34,0.22,0.22,2.7,0.38,0.67,0.57,3,20.95,20.95
2450,1,suzhou,7,3,5912,6,6,0.26,0.26,0.01,0.01,2.19,0.57,0.59,0.69,6,16.6,26.73
2451,1,taizhou,7,3,8642,19,6,0.34,0.31,0.04,0.04,3,0.83,0.62,0.8,6,4.03,4.95
2452,0,yancheng,1,3,158872,5,0,0.37,0.24,0.3,0.13,2.4,0.26,0.565,0.531,3,5.78,5.78
2453,1,0jing,7,3,10766,11,2,0.21,0.14,0.01,0.03,2.8,0.89,0.77,0.96,4,50.42,55.82
2454,1,0jing,7,3,500,11,0,0.3,0.25,0.1,0.1,2.76,0.84,0.69,0.93,4,30.39,35.48
2455,0,0jing,3,3,22430,3,2,0,0,0.26,0.15,2.4,0.25,0.572,0.646,4,10.26,30.68
2456,1,suzhou,7,3,4971,18,1,0.22,0.15,0.02,0.02,1.9,0.73,0.38,0.43,2,18.57,32.15
2457,0,suqian,1,3,65044,3,3,0.04,0.03,0.05,0.16,2.7,0.87,0.56,0.56,3,50.18,122.14
2458,0,suzhou,5,3,29884,15,1,0.16,0.44,0,0.26,2.3,0.48,0.67,0.57,3,56.13,70.77
2459,1,wuxi,7,3,4389,6,6,0.11,0.19,0.06,0.08,3.5,1,0.673,0.91,6,18.12,11.86
2460,1,taizhou,7,3,2588,6,0,0.25,0.21,0.02,0.02,3,0.5,0.613,0.912,4,20.82,10.71
2461,1,huaian,7,3,4544,6,6,0.31,0.19,0.16,0.12,2.57,0.82,0.65,0.83,6,21.69,39.61
2462,0,xuzhou,3,2,27665,5,5,0.59,0.56,0.1,0.55,1.73,0.46,0.44,0.46,1,105.68,163.16
2463,1,taizhou,7,3,2896,6,6,0.38,0.3,0.06,0.06,2.2,0.2,0.52,0.49,6,12.52,10.24
2464,1,huaian,7,3,4360,6,6,0.29,0.28,0.11,0.11,3.1,0.84,0.56,0.86,6,15.54,16.49
2465,1,suqian,7,3,3169,6,2,0.27,0.13,0.16,0.18,2.7,0.38,0.59,0.63,6,11.3,15.67
2466,1,yancheng,7,3,14808,18,2,0.32,0.16,0.13,0.12,2.4,0.62,0.46,0.7,6,14.73,41.29
2467,1,0tong,7,3,3122,6,3,0.41,0.34,0.14,0.13,1.5,0.48,0.14,0.64,3,20.07,31.77
2468,1,huaian,7,3,8904,11,0,0.21,0.2,0.04,0.05,3.5,1,0.545,0.434,4,12.28,10.1
2469,1,taizhou,7,3,4653,11,1,0.39,0.22,0.03,0.03,3.4,0.84,0.57,0.61,6,2.07,7.6
2470,0,suzhou,3,3,46377,23,3,0.77,0.51,0.53,0.53,1.7,0.32,0.64,0.61,3,94.98,138.11
2471,1,xuzhou,7,2,11661,18,1,0.32,0.26,0.11,0.11,2.1,0.84,0.567,0.706,6,14.41,10.99
2472,0,suzhou,3,3,54923,20,1,0.42,0.39,0.06,0.11,3.1,0.4,0.68,0.86,6,102.49,118.27
2473,1,changzhou,7,3,1313,4,2,0.3,0.23,0.09,0.09,4,0.5,0.55,0.62,6,,
2474,1,yangzhou,7,3,1221,5,6,0.34,0.22,0.03,0.19,3.2,0.57,0.619,0.741,6,14.29,9.52
2475,0,suzhou,3,3,61296,25,0,0.42,0.42,0.42,0.41,2.7,0.41,0.54,0.64,3,5.29,5.29
2476,1,suzhou,7,3,7242,14,6,0.39,0.3,0.11,0.09,2.5,0.37,0.526,0.699,1,35.01,56.13
2477,1,wuxi,7,3,7590,13,3,0.28,0.16,0.06,0.07,3.5,0.76,0.653,0.904,8,15.54,11.97
2478,1,taizhou,7,3,1661,5,6,0.49,0.23,0.24,0.1,2.89,0.68,0.511,1.04,4,42.9,42.63
2479,1,changzhou,7,3,11770,26,2,0.36,0.29,0.12,0.12,3.2,0.4,0.69,0.83,8,31.4,48.72
2480,1,lianyungang,7,2,5530,10,6,0.27,0.37,0.11,0.11,2.6,0.84,0.495,1.23,7,47.12,32.28
2481,1,xuzhou,7,2,15736,24,2,0.38,0.27,0.03,0.03,2.7,0.6,0.58,0.71,6,18.15,11.61
2482,1,changzhou,7,3,24367,34,2,0.4,0.22,0.08,0.07,3.2,0.4,0.69,0.83,8,31.84,49.52
2483,0,0tong,2,3,58385,3,1,0.2,0.21,0.13,0.05,2.8,0.84,0.44,0.75,6,82.16,131.27
2484,1,suzhou,7,3,1553,4,3,0.29,0.26,0.17,0.17,2.7,0.49,0.43,0.57,6,11.82,19.01
2485,0,0tong,2,3,52748,5,1,0.22,0.25,0.24,0.09,2.4,0.38,0.54,0.71,6,90.39,131.27
2486,1,lianyungang,7,2,2390,3,6,0.24,0.13,0.07,0.05,2.6,0.5,0.329,0.643,7,26.99,16.79
2487,0,suzhou,3,3,99997,23,3,0.85,0.82,0.8,0.81,2.1,0.42,0.5,0.35,2,88.75,116.04
2488,1,lianyungang,7,2,1309,5,6,0.34,0.19,0.03,0.19,3,0.65,0.406,1.2,4,25.21,19.18
2489,1,taizhou,5,3,730,4,6,0.36,0.32,0.09,0.09,1.85,0.27,0.501,0.643,6,19.87,10.44
2490,1,0tong,7,3,3370,6,1,0.36,0.19,0.02,0.03,1.7,0.6,0.57,1.04,6,26.15,33.68
2491,1,suzhou,7,3,10143,19,7,0.38,0.33,0.02,0.02,3,0.86,0.6,0.71,6,16.85,27.19
2492,1,xuzhou,7,2,14933,33,2,0.43,0.04,0.11,0.13,2.3,0.81,0.45,0.47,6,14.08,0
2493,1,xuzhou,7,2,4379,7,2,0.42,0.23,0,0,2.6,0.83,0.337,0.79,6,13.25,14.26
2494,1,0tong,7,3,5053,5,0,0.38,0.27,0.03,0.03,2.6,0.33,0.719,0.794,4,23.17,34.32
2495,0,huaian,3,3,2036,4,3,0.19,0.28,0.32,0.32,2.9,0.73,0.55,0.93,6,145.95,166.21
2496,1,suzhou,7,3,1378,4,6,0.22,0.21,0.15,0.15,3.2,0.83,0.46,0.73,6,29.74,47.43
2497,0,taizhou,3,3,112605,6,6,0.045,0.15,0.094,0.077,3.5,0.45,0.462,0.777,6,58.59,51.29
2498,0,0jing,3,3,43979,22,0,0.43,0.43,0.44,0.43,2.5,0.38,0.41,0.38,4,3.83,3.83
2499,0,zhenjiang,7,3,10030,4,3,0.11,0.32,0.06,0.27,3.41,0.83,0.6,0.54,6,39.26,53.67
2500,1,changzhou,4,3,15671,18,2,0.43,0.25,0.17,0.15,2.8,0.54,0.61,0.96,6,30.38,48.95
2501,0,suzhou,3,3,13851,6,6,0.3,0.32,0.24,0.29,2.7,0.46,0.68,0.82,3,84.48,92.02
2502,1,huaian,7,3,11082,18,1,0.14,0.15,0.29,0.23,1.05,0.33,1.1,1.1,6,18,25.98
2503,1,suzhou,7,3,3710,5,5,0.03,0.34,0.03,0.03,3.2,0.7,0.5,1.1,7,13.41,6.25
2504,0,xuzhou,3,2,21446,23,3,0.85,0.58,0.58,0.58,2.924,0.58,0.512,0.416,4,121.24,135.22
2505,0,suzhou,3,3,24501,1,1,0.22,0.27,0.15,0.27,3.34,0.71,0.53,1.2,6,3.74,3.74
2506,0,0tong,6,3,5685,319,9,0.25,0.22,0.25,0.21,0,0.89,0.32,0.68,3,100.44,111.91
2507,0,0tong,3,3,115925,24,2,0.26,0.31,0.36,0.31,2.2,0.39,0.41,0.4,3,72.71,144.81
2508,0,wuxi,7,3,3195,2,2,0.35,0.35,0.35,0.35,2.87,0.42,0.46,0.59,6,46.78,59.82
2509,0,changzhou,1,3,15621,4,0,0.26,0.08,0.39,0.37,2.7,0.5,0.51,1.09,6,38.97,50.42
2510,0,suzhou,3,3,2880,1,1,0.28,0.24,0.22,0.49,2.7,0.38,1.8,1.8,3,111.32,0
2511,0,suzhou,7,3,1525,2,2,0.32,0.53,0.12,0.13,2.8,0.62,0.53,1.28,6,99.77,109.42
2512,1,0jing,7,3,523,2,1,0.21,0.21,0.21,0.21,1.8,0.11,1,0.67,3,43.5,83.73
2513,0,xuzhou,3,2,53073,2,2,0.23,0.23,0.24,0.27,2.7,0.32,0.4,0.66,7,81.42,121.42
2514,1,huaian,7,3,6895,18,1,0.28,0.23,0.17,0.19,3,0.64,0.44,0.89,6,21.98,31.83
2515,1,yangzhou,7,3,8458,18,6,0.27,0.27,0.27,0.27,3.4,0.04,0.478,0.963,7,21.16,18.53
2516,0,taizhou,1,3,61818,2,1,0.31,0.44,0,0,2.4,0.25,0.41,0.47,3,78.42,115.17
2517,0,yancheng,3,3,8036,5,5,0.16,0.33,0.07,0.04,2.7,0.62,0.39,0.57,6,47.77,45.54
2518,1,lianyungang,7,2,2187,6,6,0.02,0.24,0.02,0.21,3,0.5,0.462,0.605,6,21.55,13.38
2519,1,suqian,7,3,3435,1,1,0.34,3.73,0.13,0.15,2.31,0.13,1.1,1.1,6,4.89,9.29
2520,0,xuzhou,3,2,25676,4,1,0.53,0.87,0.5,0.48,2,0.38,0.41,0.41,3,275.75,146.24
2521,1,wuxi,7,3,2913,5,0,0.01,0.01,0.22,0.22,2.4,0.86,0.582,0.874,4,17.36,13.56
2522,0,0jing,3,3,54322,15,1,0.38,0.47,0.22,0.59,2.4,0.63,0.917,0.858,4,20.64,24.8
2523,1,lianyungang,7,2,4625,2,2,0.29,0.34,0.35,0.19,2.6,0.6,0.38,2.62,6,37.07,8.23
2524,1,lianyungang,7,2,2478,6,6,0.06,0.34,0.06,0.22,2.5,0.57,0.336,0.48,6,23.76,11.89
2525,0,suzhou,3,3,90323,43,3,0,0,0,0,2.5,0.3,0.57,0.53,4,7.92,7.92
2526,1,taizhou,7,3,2125,6,6,0.07,0.07,0,0,1.24,0.3,0.44,1.49,6,8.34,12.49
2527,0,0jing,3,3,6416,1,0,0.669,1.3,0.606,1.45,2.8,0.83,0.669,0.606,6,23.23,69.56
2528,1,huaian,7,3,934,3,3,0.09,0.09,0.1,0.1,2.7,0.83,0.88,1.23,4,21.27,34.24
2529,0,0jing,3,3,22210,3,3,2.302,2.302,0.59,0.55,2.302,0.43,0.4302,0.4302,3,78.89,55.64
2530,0,wuxi,3,3,46368,12,4,0.54,0.45,2.3,2.3,2.3,0.31,0.42,0.41,3,66.37,84.03
2531,0,xuzhou,4,2,41217,21,1,0.7,0.6,0.66,0.59,1.85,0.38,0.31,0.44,3,44.2,68.94
2532,0,suzhou,3,3,7038,5,0,0.47,0.27,0.09,0.07,1.05,0.86,0.77,1.05,6,105.82,136.58
2533,1,suzhou,7,3,4344,8,8,0.5,0.72,0.81,0.81,2.4,0.62,0.911,0.49,7,23.58,35.17
2534,1,huaian,7,3,3729,6,2,0.12,0.12,0.33,0.28,3,0.81,0.6,0.53,4,22.83,32.57
2535,1,taizhou,7,3,2709,6,0,0.89,0.22,0.52,0.06,3.33,0.32,0.39,0.54,6,29.63,46.27
2536,0,0tong,3,3,48972,16,2,0.23,0.32,0.21,0.2,2.3,0.57,0.56,0.75,6,87.21,128.25
2538,1,xuzhou,7,2,2641,6,6,0.12,0,0,0,2.4,0.5,0.49,1.09,6,17.88,0
2539,0,taizhou,1,3,4753,6,6,0.44,0.44,0.44,0.44,2.07,0.52,0.3,0.59,6,12.85,16.9
2540,1,suzhou,7,3,2604,6,6,0.11,0.2,0.01,0.01,1.8,0.62,0.5,1.64,6,53.1,27.46
2541,0,wuxi,7,3,1354,1,1,0.02,0.23,0.43,0.47,2.4,0.5,0.471,0.625,1,21.11,50.02
2542,1,yangzhou,7,3,9450,27,7,0.07,0.39,0.07,0.22,2.8,0.8,0.755,0.62,6,16.56,14.49
2543,1,0jing,7,3,13622,19,9,0.06,0.17,0.03,0.18,2.45,0.39,0.714,0.981,6,29.78,22.7
2544,0,wuxi,3,3,41348,23,3,0.59,0.63,0.65,0.63,2.6,0.41,0.712,0.566,3,40.36,76.17
2545,0,yangzhou,3,3,22233,2,2,0.21,0.23,0.34,0.3,2.6,0.38,0.54,0.63,4,106.79,120.48
2546,0,wuxi,4,3,45107,24,4,0.53,0.63,0.63,0.64,2.6,0.41,0.712,0.566,3,39.58,75.05
2547,0,suzhou,8,3,5617,2,0,0.49,0.5,0.37,0.44,2.44,0.55,0.76,0.98,3,20.24,0
2548,1,suzhou,7,3,21049,2,2,0.1,0.41,0.1,0.1,3.2,0.3,0.48,0.55,6,9.63,7.99
2549,0,suzhou,3,3,29602,5,1,0.26,0.26,0.26,0.23,3,0.38,0.49,0.9,6,78.81,132.49
2550,0,taizhou,4,3,9364,8,8,0.16,0.25,0.21,0.27,2.8,0.14,0.535,0.759,6,13.52,49.69
2551,1,yancheng,7,3,10919,13,1,0.03,0.03,0.37,0.16,2.3,0.54,0.68,1.11,6,13.53,22.36
2552,0,wuxi,4,3,183658,46,6,0.45,0.45,0.45,0.45,2.4,0.2,0.28,0.25,2,51.76,61.28
2553,0,suzhou,1,3,26708,2,2,0.48,0.58,0.46,0.47,0,0.19,2.2,2.6,3,42.06,37.53
2554,1,suqian,7,3,10616,18,3,0.67,0.67,0.38,0.3,1.19,0.62,0.77,0.67,6,27.17,41.63
2555,1,yancheng,7,3,4666,15,2,0.08,0.06,0.46,0.16,1.41,0.73,0.79,0.89,7,30.21,46.32
2556,1,taizhou,7,3,5639,6,6,0.02,0.02,0.34,0.3,3.2,0.86,0.61,0.61,6,12.07,11.24
2557,0,huaian,3,3,90300,22,3,0.2,0.18,0.21,0.22,2.4,0.3,0.52,0.54,3,74.28,94.23
2558,1,suzhou,7,3,5794,6,2,0.38,0.29,0.01,0.01,2.6,0,0.61,0.68,6,33.57,53.73
2559,1,huaian,7,3,5075,2,2,0.02,0.02,0.28,0.2,3.2,0.89,0.46,2.15,4,17.94,32.25
2560,0,yancheng,1,3,5225,4,4,0.16,0.33,0.07,0.04,2.7,0.62,0.39,0.43,6,106.93,119.86
2561,1,zhenjiang,7,3,8398,24,4,0.16,0.32,0.06,0.29,2.4,0.2,2.05,0.35,6,18.26,10.81
2562,1,suzhou,7,3,25957,34,2,0.83,0.8,0.99,0.982,3.2,0.39,2,0.57,6,12.98,20.28
2563,1,suzhou,7,3,1651,6,6,0.4,0.24,0.03,0.03,2.4,0.65,0.52,0.6,6,38.97,39.36
2564,1,0jing,7,3,16318,18,1,0.443,0.625,0.022,0.525,0,0.625,1.2,1.12,6,15.04,4.66
2565,1,taizhou,7,3,2478,7,7,0.03,0.03,0,0,2.04,0.7,0.48,0.83,6,8.41,16.27
2566,0,suzhou,2,3,16851,5,2,0.41,0.53,0.47,0.39,2.6,0.38,0.5,0.72,3,80.84,88.69
2567,1,suzhou,7,3,5037,11,1,0.2,0.21,0.02,0.02,2.5,0.4,0.77,0.77,4,34.26,46.24
2568,1,0tong,7,3,4322,6,0,0.1,0.25,0.1,0.19,3,0.35,0.63,1.18,4,21,30.25
2569,1,0tong,7,3,5772,9,1,0.38,0.09,0.26,0.26,2.16,0.293,0.73,1,6,32.11,42.05
2570,0,huaian,5,3,19037,3,3,0.26,0.25,0.25,0.23,2.48,0.84,0.58,0.65,6,71.71,81.46
2571,0,changzhou,1,3,2358,3,1,0.12,0.1,0.33,0.29,2.4,0.43,0.58,0.86,6,53.24,67.72
2572,1,taizhou,7,3,508,3,3,0.375,0.36,0.51,0.951,2.2,0.69,0.375,0.36,6,14.12,8.66
2573,1,suzhou,7,3,1019,6,6,0.2,0.52,0.2,0.2,2.7,0.4,0.51,0.8,7,23.39,0
2574,0,taizhou,3,3,10324,5,1,0.388,0.228,0.86,0.25,2.98,0.3,0.644,0.502,3,15.95,43.57
2575,0,suzhou,3,3,14133,2,2,0.33,0.21,0.44,0.43,2.5,0.57,0.75,0.75,6,105.1,112.97
2576,0,0jing,3,3,3872,3,0,0.13,0.01,0.08,0.22,2.8,0.42,0.756,0.577,4,39.25,57.02
2577,1,suzhou,7,3,894,6,6,0.09,0.13,0.19,0.19,2.2,0.4,0.376,0.591,4,13.41,11.1
2578,1,0jing,7,3,3422,6,0,0.16,0.16,0.16,0.16,2.71,0.62,0.76,1.2,4,15.63,16.73
2579,1,suzhou,7,3,5355,6,6,0.28,0.1,0.14,0.14,2.4,0.4,0.72,0.89,6,31.02,48.98
2580,1,0tong,7,3,12760,32,2,0.38,0.34,0.18,0.12,2.4,0.53,1.2,1.3,6,42.27,66.09
2581,1,0jing,7,3,18238,36,1,0.21,0.21,0.21,0.21,2.8,0.53,0.51,0.73,6,17.35,9.14
2582,1,lianyungang,7,2,4551,6,6,0.18,0.18,0.18,0.18,2.46,0.12,0.312,2.46,4,31.4,20.51
2583,0,0tong,3,3,307498,47,3,0.46,0.52,0.6,0.54,1.73,0.36,0.31,0.48,3,62.07,142.75
2584,1,wuxi,3,3,152813,16,6,0.49,0.49,0.48,0.43,2.6,0.4,0.566,0.843,6,27.44,77.85
2585,0,xuzhou,1,2,15067,6,6,0.14,0.25,0.26,0.24,2.7,0.5,0.36,0.43,6,38.58,70.45
