ID,PublicORResidential,city,principleActivity,ClimateZone,BuildingArea,numFloorAbove,numFloorBelow,WWR_South,WWR_North,WWR_East,WWR_West,ExWindowHTC_East,ExWindowHTC_West,ExWindowHTC_South,ExWindowHTC_North,SC_East,SC_West,SC_South,SC_North,RoofHTC,ExWallHTC,OverheadFloorHTC,FloorHTCOuter,exWinAirtightness,HeatingLoad,CoolingLoad
2129,1,changzhou,7,3,7457.1,6,5,0.49,0.64,0.07,0.32,2.2,2.2,2.2,2.2,0.62,0.62,0.62,0.62,0.49,2.04,0.64,1.56,6,10.84,29.32
2139,1,suzhou,7,3,3151.17,11,1,0.02,0.24,0.02,0.02,3,3,3,3,0.7,0.4,0.7,0.7,0.47,0.5,0.88,0.52,4,17.84,7.32
2149,1,suqian,7,3,3027.4,6,6,0.05,0.04,0.2,2.3,3.2,3.2,3.2,3.2,0.9,0.9,0.9,0.9,0.9,1.1,1.09,0.4,6,5.41,4.39
2159,1,nantong,7,3,3499,5,0,0.4,0.43,0.5,0.5,3,3,3,3,0.05,0.05,0.05,0.05,1.37,1.04,0.91,0.79,4,24.03,35.16
2169,1,suzhou,7,3,1650.9,6,6,0.15,0.19,0.1,0.1,2.4,2.4,2.4,2.4,0.55,0.55,0.55,0.55,0.42,0.93,2.4,2.4,8,14.86,22.58
2179,1,huaian,7,3,6934.08,11,1,0.41,0.24,0.14,0.14,2.8,2.8,2.8,2.8,0.84,0.84,0.84,0.84,0.62,1.61,0.83,1.2,6,21.39,36.26
2189,0,nanjing,3,3,7762.67,7,8,0.08,0.23,0.06,0.21,2.7,2.7,2.7,2.7,0.62,0.62,0.62,0.62,0.08,0.7,0.89,1.13,3,25.01,51.65
219,1,xuzhou,7,2,2763.37,6,3,0.05,0.05,0.46,0.27,2.6,2.6,2.6,2.6,0.74,0.74,0.74,0.74,0.48,0.77,0.88,0.42,4,13.18,14.61
2199,1,suzhou,7,3,11092.25,25,1,0.81,0.29,0.18,0.18,1.59,2.4,2.4,2.4,0.29,0.33,0.33,0.33,0.68,0.81,1.59,,6,22.51,36.49
2209,1,suzhou,7,3,805,6,6,0.11,0.19,0.12,0.19,2.65,2.65,2.65,2.65,0.38,0.38,0.38,0.38,0.477,0.522,0.477,0.522,6,13.67,11.7
2219,0,nanjing,3,3,24644,23,1,0,0,0,0,3.2,3.2,3.2,3.2,0,0,0,0,1.8,0.8,1.8,1.2,6,19.83,55.99
2229,0,suzhou,3,3,29779.79,4,4,0,0,0,0,2.7,2.7,2.7,2.7,0.32,0.32,0.32,0.32,0.56,0.5,0.85,0.54,3,4.21,4.21
2239,1,nanjing,7,3,48229.5,11,1,0.19,0.32,0.02,0.04,2.2,2.2,2.2,2.2,0.99,0.99,0.99,0.99,0.5,0.49,1.29,,6,27.54,46.88
2249,0,suzhou,4,3,86137.02,4,8,0.78,0.8,0.79,0.8,1.52,1.52,1.52,1.52,0.26,0.26,0.26,0.26,0.45,0.72,2,0.48,3,6.21,6.21
2259,1,suzhou,7,3,4950.75,6,1,0.06,0.38,0.07,0.07,3.2,2.4,3.2,3.2,0.81,0.33,0.81,0.81,0.48,0.48,0.48,0.69,6,9.75,9.75
2269,0,nanjing,3,3,64895,45,5,0,0,0,0,1.3,1.3,1.3,1.3,0.35,0.35,0.35,0.35,0.553,0.62,1,1.3,6,74.22,54.9
2279,0,xuzhou,6,2,5854.26,6,6,0.43,0.35,0.27,0.37,3,3,3,3,0.46,0.46,0.46,0.46,0.27,0.46,0.46,0.46,6,123.93,114.69
2289,1,lianyungang,7,2,2884,6,6,0.36,0.2,0.65,0.65,3,3,3,3,0.11,0.11,0.11,0.11,0.4,0.906,1.21,1.09,4,31.43,25.46
229,1,lianyungang,7,2,638.54,6,6,0.15,0.23,0.07,0.22,2.5,2.5,2.5,2.5,0.83,0.83,0.83,0.83,0.307,0.553,1.3,,6,29.51,15.5
2299,0,suzhou,3,3,23355,4,1,0.18,0.15,0.08,0.06,3.3,3.3,3.3,3.3,0.43,0.43,0.43,0.43,0.44,0.67,0.63,0.67,3,104.51,185.81
2309,1,huaian,7,3,2795,6,6,0.34,0.21,0.17,0.17,3,3,3,3,0.92,0.92,0.92,0.92,0.55,1.83,0.46,2.15,4,19.18,28.94
2319,1,wuxi,7,3,13753.98,21,2,0.301,0.211,0.12,0.32,3.03,2.89,2.95,3.01,0.35,0.89,0.35,0.36,0.642,0.98,0.41,0.88,4,22.54,13.88
2329,1,lianyungang,7,2,8393.219,6,6,0.03,0.26,0.03,0.25,2.4,2.4,2.4,2.4,0.5,0.5,0.5,0.5,0.395,0.767,1.27,0.743,7,18.45,20.6
2339,1,changzhou,4,3,24928,2,2,0.43,0.31,0.09,0.09,2.8,2.8,2.8,2.8,0.44,0.44,0.44,0.44,0.61,0.96,0.45,0.61,6,23.79,40.38
2349,1,suqian,7,3,2859.9,6,1,0.4,0.3,0.35,2,3.2,3.2,3.2,3.2,0.8,0.8,0.8,0.8,0.8,1.1,1.11,0.37,6,2.47,7.66
2359,1,suzhou,7,3,574.78,6,6,0.51,0.02,0.34,0.1,0,0,0,0,0.84,0.84,0.84,0.84,0.47,0.8,0.39,0.8,7,26.33,0
2369,1,huaian,7,3,3844.96,2,2,0.36,0.22,0.16,0.16,3,3,3,3,0.83,0.83,0.83,0.83,1,0.36,0.49,1.13,4,17.44,30.29
2379,1,suqian,7,3,3401.45,7,1,0,0,0,0,3.003,3.003,3.003,3.003,0.86,0.86,0.86,0.86,0.9,1.1,1.33,0.31,6,3.13,7.74
2389,1,huaian,7,3,744.74,3,1,0.05,0.05,0.15,0.15,2.68,2.68,2.68,2.68,0.83,0.83,0.83,0.83,0.5,1.17,1.06,1.94,6,31.49,57.26
239,1,xuzhou,7,2,19822.19,17,2,0.05,0.01,0.43,0.28,2.2,2.2,2.2,2.2,0.5,0.5,0.4,0.4,0.48,0.42,0.48,0.48,6,11.01,19.72
2399,1,suqian,7,3,3801.02,6,7,0.06,0.05,3,3.003,3,3,3,3,0.86,0.86,0.86,0.86,0.54,1.1,1.61,0.35,6,3.98,7.07
2409,1,taizhou,7,3,10105.73,1,1,0.28,0.52,0.73,0.93,3.4,3.4,3.4,3.4,0.26,0.26,0.26,0.26,0.52,0.73,0.93,0.93,6,2.75,2.42
2419,0,changzhou,3,3,15940,3,1,0.48,0.47,0.32,0.33,2.4,2.4,2.4,2.4,0.34,0.34,0.34,0.34,0.52,1.1,0.72,1.1,6,62.28,51.34
2429,0,suzhou,3,3,3584.77,2,2,0.31,0.4,0.17,0.47,1.9,1.91,1.92,1.9,0.53,0.53,0.53,0.53,0.61,0.6,2.2,2.2,6,56.87,122.34
2439,0,yangzhou,3,3,26103.19,4,0,0.12,0.11,0.02,0.14,3.1,3.1,3.1,3.1,0.84,0.84,0.84,0.84,0.593,1.45,1.45,1.19,6,55.99,53.95
2449,0,suzhou,3,3,14966.25,2,2,0.22,0.49,0.28,0.24,2.7,2.7,2.7,2.7,0.38,0.38,0.38,0.38,0.38,1.8,1,0.38,3,20.95,20.95
2459,1,wuxi,7,3,4389,6,6,0.06,0.11,0.08,0.19,0,0,0,0,0.06,0.06,0.06,0.06,0.673,0.91,1.13,1.97,6,18.12,11.86
2469,1,taizhou,7,3,4550,11,1,0.39,0.39,0.39,0.39,3.4,3.4,3.4,3.4,0.73,0.73,0.73,0.73,0.57,2,0.61,0.03,6,2.07,7.6
2479,1,changzhou,7,3,11770,2,2,0.36,0.29,0.12,0.12,3.2,3.2,3.2,3.2,0.4,0.4,0.4,0.4,0.69,0.83,1.02,0.56,8,31.4,48.72
2489,1,taizhou,5,3,730,6,6,0.09,0.36,0.09,0.32,1.75,1.85,1.85,1.85,0.4,0.27,0.66,0.44,0.501,0.643,1.35,0.916,6,19.87,10.44
249,1,suzhou,7,3,732.03,6,6,0.24,0.24,0.24,0.24,3.2,3.2,3.2,3.2,0.22,0.22,0.22,0.22,0.47,0.69,0.7,,5,18.29,29.14
2499,0,zhenjiang,7,3,10029.7,3,3,0.11,0.32,0.06,0.27,3.41,3.3,3.37,3.31,0.85,0.83,0.84,0.83,0.6,0.54,0.79,1.38,6,39.26,53.67
2509,0,changzhou,1,3,15621,4,0,0.26,0.08,0.39,0.37,2.7,2.7,2.7,2.7,0.5,0.5,0.5,0.5,0.51,1.09,0.99,0.99,6,38.97,50.42
2519,1,suqian,7,3,3435,1,1,0.13,0.15,0.34,3.73,2.31,2.31,2.31,2.31,0.13,0.13,0.13,0.13,0.93,1.1,0.82,0.82,6,4.89,9.29
2529,0,nanjing,3,3,22209.9,3,3,0.59,0.55,2.302,2.302,2.302,2.302,2.302,2.302,0.43,0.43,0.43,0.43,0.4302,0.4302,0.4302,0.4302,3,78.89,55.64
2539,0,taizhou,1,3,4752.81,6,6,0.44,0.44,0.44,0.44,2.07,2.07,2.07,2.07,0.52,0.52,0.52,0.52,0.3,0.59,0.71,0.66,6,12.85,16.9
2549,0,suzhou,3,3,29602,5,1,0.26,0.26,0.26,0.23,3,3,3,3,0.38,0.38,0.38,0.38,0.49,0.9,0.77,0.49,6,78.81,132.49
2559,1,huaian,7,3,5075.04,2,2,0.28,0.2,0.02,0.02,3.2,3.2,3.2,3.2,0.89,0.89,0.89,0.89,0.46,2.15,0.47,2.13,4,17.94,32.25
2569,1,nantong,7,3,5772.16,9,1,0.38,0.09,0.26,0.26,2.16,2.16,2.16,2.16,0.293,0.293,0.293,0.293,0.73,1,1.14,0.293,6,32.11,42.05
2579,1,suzhou,7,3,5355,6,6,0.28,0.1,0.14,0.14,2.4,2.4,2.4,2.4,0.4,0.4,0.4,0.4,0.72,0.89,0.67,0.36,6,31.02,48.98
2589,0,suzhou,3,3,88166.7,27,5,0.36,0.35,0.66,0.51,1.8,1.8,1.8,1.8,0.44,0.44,0.44,0.44,0.38,0.73,0.66,0.51,3,79.59,112.46
259,0,zhenjiang,3,3,25890.3,3,3,0.15,0.21,0.4,0.23,1.74,1.74,1.74,1.74,0.34,0.34,0.34,0.34,0.42,0.41,1.49,2.2,4,51.24,45.29
2599,0,yangzhou,1,3,168304,5,2,0.45,0.5,0.22,0.42,2.1,2.1,2.1,2.1,0.31,0.31,0.31,0.31,0.389,0.679,0.523,0.679,0,3.1,0
2609,1,nantong,7,3,8350.45,11,1,0.3,0.03,0.3,0.3,2.16,2.16,2.16,2.16,0.293,0.293,0.293,0.293,0.73,1,1.14,0.293,6,30.65,42.67
2619,1,changzhou,7,3,1555,3,3,0.31,0.25,0.03,0.03,3.2,3.2,3.2,3.2,0.03,0.03,0.03,0.03,0.49,0.41,0.37,0.49,6,23.51,36.03
2629,0,zhenjiang,1,3,6656,3,3,0.83,0.91,0.55,0.59,2.91,2.91,2.91,2.91,0.37,0.37,0.37,0.37,0.36,0.71,2.2,0.79,3,72.73,63.42
2639,0,suzhou,1,3,4715.18,1,1,0.17,0.22,0.2,0.12,2.7,2.7,2.7,2.7,0.42,0.42,0.42,0.42,0.56,0.51,1.29,1.29,6,,0
2649,1,suzhou,7,3,408.42,6,6,0.02,0.32,0.06,0.18,3.2,3.2,3.2,3.2,0.32,0.84,0.84,0.84,0.43,0.69,2,0.02,4,14.27,14.27
269,0,xuzhou,3,2,252865,15,2,0.31,0.49,0.46,0.49,1.32,1.47,1.46,1.43,0.31,0.31,0.31,0.31,0.37,0.37,1.05,0.31,3,104.94,153.52
279,0,nantong,1,3,654712,0,0,0.08,0.42,0.08,0.4,3.26,3.26,3.26,3.26,0.49,0.49,0.49,0.49,0.659,0.695,0.825,0.659,4,64.38,50.88
289,1,huaian,7,3,5188.81,6,6,0.37,0.22,0.09,0.09,2.7,2.7,2.7,2.7,0.83,0.83,0.83,0.83,0.5,1.06,1.29,,4,22.47,38.12
29,1,xuzhou,7,2,2423.44,6,0,0.65,0.64,0.7,0.27,2.5,2.5,2.5,2.5,0.09,0.09,0.09,0.09,0.39,0.4,0.31,0.65,6,41.4,1.2
299,1,nantong,7,3,4830,6,0,0.08,0.45,0.08,0.08,3.2,2,3.2,3.2,0.5,0.4,0.5,0.5,1.3,1.04,0.62,0.8,4,23.14,35.04
309,0,nantong,3,3,32090,10,2,0.39,0.53,0.37,0.47,2.6,2.6,2.6,2.6,0.302,0.302,0.302,0.302,0.61,0.87,1.05,0.77,3,80.25,123.67
319,0,changzhou,3,3,9744.2,4,1,0.28,0.34,0.24,0.36,2.6,2.6,2.6,2.6,0.4,0.4,0.4,0.4,0.39,0.39,0.6,1.05,6,75.33,53.57
329,1,lianyungang,7,2,3316.19,6,6,0.06,0.13,0.06,0.18,2.5,2.5,2.5,2.5,0.57,0.57,0.57,0.57,0.336,0.48,2.5,2.3,6,17.62,10.97
339,1,taizhou,7,3,2447.92,6,6,0.3,0.3,0.3,0.3,3,3,3,3,0.74,0.74,0.74,0.74,0.6,0.6,1.13,0.3,6,7.05,11.5
349,1,nanjing,7,3,13400.72,6,0,0.25,0.62,2.7,0.04,0,0,0,0,0.352,0.352,0.352,0.352,0.72,2.5,2.5,1.4,6,15.73,2.22
359,1,suzhou,7,3,7396.82,2,2,0.32,0.19,0.01,0.01,2.2,2.2,2.2,2.2,0.32,0.19,0.01,0.01,0.59,0.99,0.99,0.77,4,18.36,25.94
369,1,taizhou,7,3,2820,6,2,0.35,0.16,0.14,0.14,3,3,3,3,0.78,0.78,0.78,0.78,0.66,0.66,1.24,,4,19.37,31
379,1,lianyungang,7,2,6428,6,6,0.05,0.4,0.05,0.24,3,2.5,3,2.3,0.65,0.65,0.65,0.26,0.385,0.861,1.09,1.55,4,28.34,23.84
389,1,zhenjiang,7,3,936,6,2,0.27,3,0.77,0.18,3,3,3,3,0.77,0.77,0.77,0.77,0.8,0.65,0.51,0.8,6,26.76,41.31
39,0,zhenjiang,3,3,23498.81,3,3,0.7,0.5,0.7,0.29,2.2,2.2,2.2,2.2,0.35,0.35,0.35,0.35,0.35,0.35,1,0.35,5,19.28,36.72
399,1,yangzhou,7,3,4779.99,8,8,0.02,0.37,0.01,0.3,3.2,2.8,3.2,3.2,0.81,0.54,0.81,0.81,0.52,0.54,0.71,0.72,6,7.45,15.45
409,1,nanjing,7,3,5178.59,10,0,0.42,0.26,0.11,0.12,3.3,3.3,3.3,3.3,0.86,0.86,0.86,0.86,0.62,0.74,0.42,0.86,6,33.23,54.11
419,1,yancheng,7,3,6151,11,1,0.44,0.25,0.05,0.05,2.4,2.4,2.4,2.4,0.3,0.3,0.3,0.3,0.63,1.01,2.4,2.4,6,15.73,38.47
429,1,huaian,7,3,4244.75,6,6,0.15,0.25,0.04,0.04,0,0,0,0,0.84,0.84,0.84,0.84,0.47,2.13,1.1,0.91,6,9.52,11.64
439,1,zhenjiang,7,3,5655,8,8,0.19,0.47,0.19,0.33,2.4,2.4,2.4,2.4,0.19,0.69,0.19,0.2,0.522,0.594,0.827,0.522,6,14.34,10.53
449,1,nanjing,7,3,12406.77,28,1,0.09,0.25,0.08,0.08,2.8,2.8,2.8,2.8,0.51,0.51,0.51,0.51,0.72,0.69,0.76,0.7,6,17.59,8.92
459,1,huaian,7,3,4631.83,2,6,0.29,0.16,0.11,0.11,3,3,3,3,0.81,0.81,0.81,0.81,0.61,1.64,0.66,1.52,4,15.81,23.77
469,0,suzhou,1,3,34988.89,13,1,0.09,0.09,0.09,0.09,2.4,2.4,2.4,2.4,0.43,0.43,0.43,0.43,0.61,0.61,2.2,2.2,6,41.44,35.25
479,0,nantong,3,3,49366,24,2,0.69,0.7,0.59,0.68,1.6,1.6,1.6,1.6,0.36,0.36,0.36,0.36,0.49,0.53,0.63,0.69,3,61.36,123.28
489,0,nantong,3,3,20143,21,1,0.11,0.34,0.11,0.25,2.8,2.8,2.8,2.8,0.8,0.8,0.8,0.8,0.69,1,1,1.42,6,92.63,129.54
49,1,suzhou,7,3,8830.63,6,6,0.41,0.37,0.06,0.06,0,0,0,0,0.06,0.06,0.06,0.06,0.6,0.67,0.88,0.82,6,20.59,21.12
499,1,taizhou,7,3,6252.08,6,6,0.04,0.03,0.43,0.14,2.75,2.75,2.75,2.75,0.34,0.34,0.34,0.34,0.31,0.54,0.54,0.04,6,3.26,3.86
509,1,taizhou,7,3,12051.54,6,6,0.28,0.2,0.1,0.1,2.5,2.5,2.5,2.5,0.76,0.76,0.76,0.76,0.84,0.84,0.79,0.79,6,13.41,9.84
519,1,huaian,7,3,5130.5,2,6,0.4,0.21,0.43,0.43,3,3,3,3,0.81,0.81,0.81,0.81,0.68,1.47,0.97,1.03,4,21.83,33.25
529,1,suzhou,7,3,3151.17,5,5,0.07,0.28,0.07,0.07,3,3,3,3,0.7,0.4,0.7,0.7,0.48,0.5,0.9,0.54,4,18.25,8.23
539,0,changzhou,1,3,7676.6,4,1,0.11,0.12,0.47,0.48,3.2,3.2,2.7,2.7,0.53,0.53,0.45,0.47,0.6,1.33,1.4,1.35,6,95.04,109.49
549,0,changzhou,3,3,29674,5,2,0.2,0.2,0.2,0.2,1.6,1.6,1.6,1.6,0.43,0.43,0.43,0.43,0.43,2.33,0.54,0.43,4,55.05,93.48
569,1,yangzhou,7,3,11023,17,6,0.805,0.921,0.658,0.788,2.2,2.2,2.2,2.2,0.72,0.72,0.72,0.72,0.928,0.928,0.805,0.921,6,17.69,12.24
579,0,nanjing,1,3,8853,0,0,0,0,0,0,2.2,2.2,2.2,2.2,0,0,0,0,,,,,0,3.1,0
589,0,nantong,3,3,23624,19,9,0.55,0.56,0.51,0.54,1.8,1.8,1.8,1.8,0.35,0.35,0.35,0.35,0.48,0.56,1.5,0.5,3,80.11,116.21
59,1,taizhou,7,3,2024.38,1,1,0.12,0.12,0.27,0.2,3.2,3.2,3.2,3.2,0.12,0.12,0.12,0.12,0.46,0.46,1.22,1.43,7,15.22,10.71
599,1,xuzhou,7,2,9762.73,19,1,0.02,0.02,0.33,0.26,2.4,2.4,2.4,2.4,0.5,0.5,0.5,0.5,0.486,0.503,0.569,0.33,6,12.91,14.53
609,0,zhenjiang,4,3,28964.97,6,1,0.34,0.57,0.41,0.32,1.8,1.8,1.8,1.8,0.32,0.32,0.32,0.32,0.59,0.733,0.733,0.34,3,16.51,28.24
619,0,suzhou,3,3,10247,4,1,0.2,0.36,0.36,0.37,1.8,1.8,1.8,1.8,0.43,0.43,0.43,0.43,0.48,0.96,0.73,0.2,6,78.64,114.36
629,0,zhenjiang,3,3,32350.2,3,3,0.78,0.74,0.84,0.69,1.82,1.82,1.82,1.82,0.53,0.53,0.53,0.53,0.66,0.37,0.66,0.37,3,39.89,51.67
639,1,suzhou,7,3,7422.64,22,2,0.27,0.27,0.27,0.27,2,2,2,2,0.78,0.78,0.78,0.78,0.465,0.6,2,2,6,14.6,27.89
649,1,suzhou,7,3,652.3,6,6,0.514,0.298,0.25,0.19,2.4,2.4,2.4,2.4,0.4,0.4,0.4,0.4,0.477,0.522,0.477,1.93,6,13.91,12.92
659,0,lianyungang,3,2,38296.92,1,1,0.19,0.2,0.25,0.25,3,3,3,3,0.5,0.5,0.5,0.5,0.49,0.43,0.63,0.63,3,75.61,0
669,1,changzhou,7,3,1555,3,3,0.31,0.25,0.03,0.03,3.2,3.2,3.2,3.2,0.45,0.45,0.45,0.45,0.49,0.41,0.37,0.49,6,22.7,34.43
679,0,suzhou,3,3,13867.22,6,6,0.34,0.35,0.17,0.29,2.7,2.7,2.7,2.7,0.46,0.46,0.46,0.46,0.68,0.82,0.94,0.96,3,76.69,89.98
689,0,nanjing,3,3,38640.7,26,2,0.48,0.55,0.5,0.4,2.4,2.4,2.4,2.4,0.16,0.16,0.16,0.16,0.46,0.51,0.47,1.71,4,107.11,117.48
69,1,yangzhou,7,3,2875,5,5,0.01,0.11,0.07,0.14,2.9,2.9,2.9,2.9,0.84,0.84,0.84,0.84,0.662,0.99,0.84,0.84,4,15.87,11.73
699,1,suzhou,7,3,2129.01,6,1,0.21,0.3,0.09,0.09,1.8,1.8,1.8,1.8,0.47,0.47,0.47,0.47,1.8,2,0.47,2.2,4,36.97,42.81
709,1,suzhou,7,3,7420.87,6,6,0.4,0.2,0.04,0.09,2.4,2.4,2.4,2.4,0.55,0.55,0.55,0.55,0.47,0.8,0.87,0.41,1,36.51,61.18
719,1,yancheng,7,3,14057,2,2,0.36,0.2,0.1,0.11,2.4,2.4,2.4,2.4,0.25,0.25,0.25,0.25,0.52,0.7,0.94,,6,8.57,21.26
729,0,suzhou,4,3,52785.2,0,0,0.31,0.43,0.42,0.42,2.3,2.3,2.3,2.3,0.26,0.26,0.26,0.26,0.55,0.5,0.85,0.52,4,9.26,9.26
739,0,suzhou,1,3,3870.83,3,3,0.41,0.37,0.42,0.18,1.6,1.6,1.6,1.6,0.2,0.2,0.2,0.2,0.62,0.78,0.99,0.62,3,87.92,162.57
749,1,yancheng,7,3,6944.72,17,6,0.12,0.07,0.01,0.01,2.02,2.02,2.02,2.02,0.84,0.84,0.84,0.84,0.53,0.5,2.02,2.02,6,26.61,31.68
759,0,wuxi,6,3,13902,6,6,0.1,0.11,0.1,0.16,1.7,1.7,1.7,1.7,0.4,0.4,0.4,0.4,0.727,0.674,0.674,0.674,6,20.46,50.65
769,0,nanjing,4,3,29287.2,3,8,0.6,0.59,0.65,0.38,2.2,2.2,2.2,2.2,0.22,0.22,0.22,0.22,2,0.6,0.59,,3,33.78,71.87
779,0,lianyungang,3,2,88091,2,1,0.33,0.05,0.33,0.05,2.4,2.4,2.4,2.4,0.63,0.63,0.63,0.63,0.36,0.34,0.44,0.33,4,3.73,3.73
789,0,suzhou,3,3,28886.25,0,0,0.59,0.82,0.49,0.85,3.2,3.2,3.2,3.2,0.3,0.3,0.3,0.3,0.57,0.46,0.44,1.96,4,118.07,0
79,1,changzhou,7,3,19904.27,2,2,0.05,0.36,0.05,0.08,2.85,2.85,2.85,2.85,0.84,0.84,0.84,0.84,0.66,0.99,0.99,1.01,3,19.81,30.53
799,0,xuzhou,3,2,25264.8,25,5,0.5,0.5,0.5,0.5,2,2,2,2,0.41,0.41,0.41,0.41,0.516,0.339,0.339,0.368,4,35.82,43.53
809,1,taizhou,7,3,6967,20,0,0.832,0.839,0.514,0.298,2.81,2.81,2.81,2.81,0.745,0.745,0.745,0.745,0.745,1.29,0.832,1.48,6,20.21,10.48
819,1,suqian,7,3,6305.39,11,1,0.03,0.02,0.18,0.86,2.502,2.502,2.502,2.502,0.86,0.86,0.86,0.86,0.99,1.1,1.06,0.862,6,2.23,4.94
829,0,nanjing,3,3,3466.1,3,1,0.19,0.32,0.04,0.2,2.8,2.8,2.8,2.8,0.81,0.81,0.81,0.81,0.609,0.557,0.942,0.609,6,23.85,58.7
839,1,zhenjiang,7,3,1078,4,4,0.07,0.07,2.8,2.8,2.8,2.8,2.8,2.8,0.13,0.13,0.13,0.13,0.25,0.25,0.43,0.25,6,19.81,12.61
849,0,suzhou,3,3,75028.89,2,2,0.42,0.37,0.5,0.5,2.38,2.7,2.02,2.02,0.49,0.37,0.29,0.29,0.42,2.38,0.49,2.05,5,42.94,94.45
859,0,suzhou,1,3,18016.49,3,3,0.02,0.14,0.34,0.33,2.4,2.4,2.4,2.4,0.4,0.4,0.4,0.4,0.34,0.33,0.37,0.36,4,86.76,115.59
869,1,taizhou,7,3,2912.36,6,3,0.38,0.36,0.23,0.81,3,3,3,3,0.88,0.88,0.88,0.88,0.88,0.88,1.29,1.16,4,23.29,31.86
879,0,lianyungang,1,2,4539,6,6,0.08,0.47,0.09,0.13,3,2.4,3,3,0.69,0.5,0.69,0.69,0.38,0.55,0.979,0.824,6,36.32,20.04
889,0,suzhou,3,3,61935.23,3,2,0.68,0.56,0.44,0.48,2.3,2.3,2.3,2.3,0.44,0.44,0.44,0.44,0.42,0.47,0.72,0.59,1,114.73,126.63
89,1,lianyungang,7,2,5487.75,18,2,0.12,0.32,0.12,0.25,0,0,0,0,0.63,0.63,0.63,0.63,0.352,0.912,0.952,0.996,7,37.06,27.94
899,1,nanjing,7,3,9490,0,0,0.13,0.33,0.13,0.36,2.8,2.8,2.8,2.8,0.45,0.45,0.45,0.55,0.593,0.83,0.593,1.12,4,12.49,12.12
9,1,taizhou,7,3,7980,6,6,0.03,0.33,0.03,0.24,2.86,2.86,2.86,2.86,0.28,0.59,0.28,0.58,0.747,0.868,1.9,0.868,6,19.26,5.67
909,0,wuxi,3,3,40033,1,1,0.3,0.3,0.3,0.27,2.6,2.6,2.6,2.6,0.34,0.34,0.34,0.34,0.31,0.87,1.12,0.565,1,146.56,169.88
919,1,taizhou,7,3,17763,6,6,1.74,1.74,2.3,1.97,2.3,2.3,2.3,2.3,0.24,0.91,0.28,0.36,0.649,1.41,0.649,0.721,6,57.22,95.15
929,0,wuxi,3,3,9795.4,5,5,0.47,0.32,0.52,0.2,2.4,2.5,2.4,2.5,0.3,0.5,0.3,0.5,0.498,0.443,1.15,1.22,6,30.45,49.7
939,1,taizhou,7,3,3349.45,5,0,0.08,0.08,0.74,0.74,2.3,2.3,2.3,2.3,0.29,0.29,0.29,0.29,0.46,1.26,1.82,1,6,7.58,12.78
949,0,suzhou,3,3,25621,21,1,0.49,0.54,0.21,0.71,1.9,1.9,1.9,1.9,0.43,0.43,0.43,0.43,0.57,0.61,0.75,1.34,3,89.05,124.94
959,0,suzhou,3,3,13919.9,6,3,0.2,0.2,0.2,0.2,1.8,1.8,1.8,1.8,0.53,0.53,0.53,0.53,0.59,0.58,0.69,0.43,3,126.52,160.94
969,1,suzhou,7,3,3640.59,6,1,0.71,0.02,0.36,0.02,2.2,2.2,2.2,2.2,0.5,0.5,0.5,0.5,2,0.71,,,6,31.56,51.82
979,1,nanjing,7,3,12618.18,6,6,0.34,0.34,0.34,0.34,2.5,2.5,2.5,2.5,0.75,0.75,0.75,0.75,0.637,1.19,1.07,0.923,6,26.29,21.13
989,1,xuzhou,7,2,3492.81,6,2,0.04,0.46,0.04,0.04,1.93,1.93,1.93,1.93,0.5,0.5,0.5,0.5,0.24,0.32,0.57,0.36,7,13.44,26.51
99,1,wuxi,7,3,26167,34,2,0.03,0.4,0.05,0.18,2,2,2,2,0.38,0.2,0.38,0.38,0.62,0.67,1.03,1.16,6,11.86,15.75
999,1,nanjing,7,3,3028.47,0,0,0,0,0,0,2.2,2.2,2.2,2.2,0,0,0,0,,,,,6,5.1,0
1018,0,suqian,5,3,70429.29,2,2,0.27,0.26,0.29,0.27,2.6,2.6,2.61,2.61,0.49,0.51,0.55,0.55,0.43,0.47,0.47,1.22,6,78.26,119.43
1028,0,yancheng,3,3,2716.19,4,4,0.46,0.73,0.88,0.31,2.6,2.6,2.6,2.6,0.43,0.43,0.43,0.43,0.46,0.73,0.88,0.31,6,54.49,52.56
1038,0,nantong,3,3,6843,6,6,0.4,0.64,0.65,0.58,2.4,2.4,2.4,2.4,0.4,0.4,0.4,0.4,0.69,0.78,0.92,1.23,3,92.96,126.29
1048,0,nanjing,3,3,45890.1,10,0,0.17,0.15,0.2,0.14,2.7,2.7,2.7,2.7,0.79,0.79,0.79,0.79,0.54,0.46,0.74,0.25,4,47.26,47.17
1058,1,zhenjiang,7,3,2864,6,6,0.05,0.4,0.05,0.24,2.4,2.4,2.4,2.4,0.48,0.77,0.48,0.45,0.592,0.603,0.697,0.697,6,18.01,11.78
1068,1,xuzhou,7,2,2173.09,4,4,0.425,0.425,0.05,0.05,2.6,2.6,2.6,2.6,0.5,0.5,0.5,0.5,0.428,0.513,0.74,0.425,6,17.89,11.82
1078,1,wuxi,7,3,2502.8,5,5,0.05,0.43,0.05,0.2,2.6,2.6,2.6,2.6,0.35,0.99,0.35,0.35,0.636,0.885,1.05,0.509,4,19.79,14.18
108,1,suzhou,7,3,17322.5,24,1,0.11,0.09,0.23,0.23,1.8,1.8,1.8,1.8,0.62,0.62,0.62,0.62,0.59,0.45,0.45,2.98,4,30.5,48.41
